14041,621,19,13,10,1580,2470
14448,2191,15,11,15,590,2475
20390,1382,15,11,15,2176,2475
18298,1286,15,11,15,1403,2475
8218,705,15,11,15,1819,2475
32021,649,15,11,15,2086,2475
5936,632,15,11,15,2077,2475
4544,1337,16,13,12,2862,2496
37092,931,25,10,10,1348,2500
7259,865,25,10,10,809,2500
6941,726,25,10,10,1503,2500
26529,596,25,10,10,1238,2500
35065,1715,18,14,10,2359,2520
25456,1019,15,12,14,1524,2520
15105,860,15,12,14,1252,2520
27583,854,15,12,14,2690,2520
27094,565,21,12,10,934,2520
34285,335,21,12,10,1105,2520
18076,230,15,12,14,1812,2520
33208,1570,15,13,13,906,2535
38639,1202,15,13,13,736,2535
34414,1976,17,10,15,1745,2550
11618,1290,15,10,17,2002,2550
19859,1005,15,10,17,2496,2550
28387,561,15,10,17,3000,2550
6016,815,16,10,16,3000,2560
26099,454,18,13,11,847,2574
28833,1365,17,14,11,1934,2618
5376,212,17,11,14,1851,2618
3318,110,17,11,14,2191,2618
9970,1949,24,5,22,2893,2640
9972,1949,22,12,10,1006,2640
13790,1436,15,11,16,2006,2640
18729,1029,22,12,10,1253,2640
23349,925,15,11,16,2352,2640
25923,916,15,11,16,355,2640
32764,457,20,11,12,2665,2640
37750,169,15,11,16,1898,2640
28438,325,17,12,13,1111,2652
10051,930,19,14,10,165,2660
16117,346,19,14,10,1265,2660
34321,1911,16,12,14,407,2688
32574,511,16,12,14,1894,2688
17788,2509,15,10,18,2078,2700
28153,1681,15,10,18,1074,2700
16922,1613,15,10,18,174,2700
29907,1440,15,12,15,391,2700
16034,1397,15,12,15,1100,2700
33630,1052,15,10,18,1027,2700
34556,943,15,12,15,1321,2700
2785,678,15,10,18,1756,2700
11135,579,15,10,18,588,2700
1456,902,16,10,17,779,2720
21171,520,16,10,17,1667,2720
26647,1880,15,13,14,2242,2730
22328,1073,21,13,10,2389,2730
13669,879,15,13,14,1679,2730
13351,838,15,14,13,2144,2730
21652,720,21,13,10,1618,2730
11883,484,21,13,10,719,2730
5583,405,15,13,14,1721,2730
37850,110,25,10,11,1789,2750
3670,1873,23,10,12,653,2760
37912,184,23,12,10,1225,2760
31414,1479,21,12,11,1808,2772
21395,1225,18,11,14,2410,2772
32432,996,21,12,11,80,2772
6098,905,21,12,11,162,2772
29224,780,18,14,11,2098,2772
39774,1121,28,10,10,2038,2800
23963,1112,20,10,14,984,2800
24721,962,20,14,10,2814,2800
10015,671,20,14,10,166,2800
19236,1581,17,11,15,1547,2805
16912,1552,17,11,15,1737,2805
25012,1432,15,11,17,2178,2805
31973,1297,15,11,17,1888,2805
24474,1258,15,11,17,1074,2805
7305,1232,15,11,17,50,2805
28134,1177,15,11,17,1315,2805
19037,871,15,11,17,915,2805
10525,730,15,11,17,50,2805
31696,495,15,11,17,50,2805
531,409,15,11,17,2959,2805
39862,397,15,11,17,1280,2805
39200,110,15,11,17,917,2805
20624,1158,18,12,13,2587,2808
20025,1379,16,11,16,944,2816
27370,1528,15,10,19,1567,2850
15540,1356,15,10,19,669,2850
29320,1191,19,15,10,1314,2850
2665,1086,15,10,19,1670,2850
8784,406,15,10,19,1763,2850
28383,1721,17,14,12,1925,2856
8585,1591,17,12,14,1535,2856
30610,993,17,12,14,1155,2856
3293,924,17,14,12,882,2856
27103,858,17,12,14,2724,2856
3363,1668,22,13,10,2566,2860
5459,1550,22,13,10,2851,2860
20637,1149,22,13,10,2228,2860
16557,729,26,11,10,2174,2860
3579,750,17,13,13,1245,2873
33070,1920,16,12,15,1623,2880
38455,1864,24,10,12,3000,2880
30769,1796,15,12,16,958,2880
6521,1788,16,10,18,1022,2880
11864,1770,15,12,16,1466,2880
23328,1580,15,12,16,50,2880
34262,1378,15,12,16,1823,2880
13380,1377,15,12,16,1812,2880
32298,1115,24,10,12,1025,2880
26550,953,18,16,10,1490,2880
23310,797,15,12,16,469,2880
38376,603,15,12,16,1929,2880
39493,562,15,12,16,1421,2880
14069,477,24,12,10,2687,2880
38762,754,17,10,17,1671,2890
9343,1252,15,13,15,1480,2925
3840,1036,15,13,15,1317,2925
26918,604,15,13,15,2506,2925
28699,1133,19,14,11,143,2926
30307,1444,21,14,10,2036,2940
27255,1286,21,10,14,1842,2940
39604,995,21,14,10,2370,2940
29347,908,21,14,10,2707,2940
38756,1646,19,12,13,917,2964
4358,1043,19,13,12,1045,2964
9610,820,19,13,12,622,2964
21927,2079,15,11,18,2000,2970
29858,1616,15,11,18,286,2970
25761,1525,27,10,11,1879,2970
15522,1432,27,11,10,50,2970
24376,1264,18,11,15,1983,2970
6346,1212,15,11,18,1377,2970
2688,966,15,11,18,3000,2970
17040,819,15,11,18,1331,2970
37853,600,15,11,18,2422,2970
23361,980,23,13,10,1584,2990
16079,1389,17,11,16,1306,2992
16603,1108,17,16,11,1379,2992
9285,1786,15,10,20,986,3000
2178,1660,15,10,20,3000,3000
17036,1485,15,10,20,1027,3000
348,1315,15,10,20,1579,3000
39225,1210,15,10,20,1467,3000
8145,863,20,15,10,1708,3000
24983,748,15,10,20,1715,3000
27546,675,25,12,10,2151,3000
23716,529,20,15,10,1347,3000
24713,428,15,10,20,50,3000
4560,249,20,15,10,671,3000
29150,200,15,10,20,1875,3000
34917,882,21,11,13,102,3003
24880,561,21,11,13,1826,3003
4587,110,21,13,11,2119,3003
5166,1344,18,12,14,2325,3024
31703,431,18,12,14,1170,3024
7077,1741,23,11,12,1553,3036
25926,808,19,16,10,1338,3040
36309,1658,15,12,17,2120,3060
11357,1571,15,12,17,2253,3060
30026,1365,15,12,17,2009,3060
64,1121,15,12,17,829,3060
19275,1050,18,10,17,1004,3060
38000,1044,18,10,17,1604,3060
15527,1028,15,12,17,50,3060
26872,950,15,12,17,2261,3060
22384,856,15,12,17,1860,3060
25340,807,18,10,17,1178,3060
379,777,17,10,18,1812,3060
39858,476,15,12,17,391,3060
24804,405,17,10,18,1354,3060
844,340,15,12,17,2061,3060
17977,1593,16,12,16,1735,3072
23060,1574,22,14,10,1448,3080
11294,1263,22,14,10,867,3080
1495,1505,17,14,13,2660,3094
13241,733,17,13,14,1547,3094
26383,1661,16,13,15,1185,3120
24202,1286,15,13,16,1537,3120
6926,600,26,12,10,1968,3120
13475,531,20,13,12,2079,3120
20928,411,15,13,16,1299,3120
7843,1640,15,11,19,1021,3135
4036,1336,15,11,19,1311,3135
19469,1304,15,11,19,1402,3135
29829,889,15,11,19,945,3135
1842,887,15,11,19,50,3135
29963,850,15,11,19,1921,3135
39406,758,15,11,19,2826,3135
29032,725,15,11,19,2955,3135
502,380,19,11,15,2023,3135
2377,747,22,13,11,429,3146
37422,1920,15,10,21,862,3150
14790,1507,21,15,10,1278,3150
9217,1435,21,15,10,3000,3150
13582,1353,15,10,21,1575,3150
15731,1322,15,10,21,998,3150
14038,1310,15,10,21,1931,3150
32774,725,15,10,21,1713,3150
25858,717,15,14,15,1044,3150
4748,560,21,15,10,1858,3150
20929,426,15,15,14,1988,3150
3610,658,16,11,18,1172,3168
30077,1125,19,14,12,1528,3192
31765,1097,19,14,12,1423,3192
30299,967,19,14,12,2259,3192
6866,776,19,12,14,1610,3192
13508,1401,16,10,20,1559,3200
32584,466,20,16,10,739,3200
8574,272,32,10,10,1178,3200
3558,1258,19,13,13,1369,3211
18731,694,23,14,10,692,3220
6758,986,19,10,17,1182,3230
24072,830,19,10,17,2519,3230
21153,749,19,10,17,3000,3230
29961,709,17,10,19,913,3230
36531,480,17,10,19,2283,3230
15426,1509,21,14,11,327,3234
17916,410,21,14,11,2311,3234
11153,2219,15,12,18,929,3240
32560,1545,15,12,18,836,3240
15229,1385,18,10,18,1852,3240
25704,1347,15,12,18,1188,3240
14201,1141,18,12,15,1804,3240
23492,1064,27,12,10,1960,3240
13325,979,15,12,18,618,3240
25225,959,27,12,10,1310,3240
7642,906,18,15,12,1413,3240
27383,884,15,12,18,275,3240
6319,808,15,12,18,1247,3240
30265,748,15,12,18,602,3240
17231,590,18,15,12,656,3240
38369,588,15,12,18,953,3240
5447,556,15,12,18,799,3240
19413,459,15,12,18,1194,3240
24860,349,18,10,18,941,3240
24816,313,15,12,18,794,3240
22436,1354,25,13,10,1748,3250
15199,1506,16,12,17,1946,3264
15770,1510,21,13,12,2550,3276
37684,795,23,11,13,2250,3289
37905,2222,15,10,22,50,3300
36527,1889,15,11,20,539,3300
24162,1571,22,10,15,1133,3300
1415,1527,15,11,20,951,3300
33688,1410,15,10,22,2560,3300
35654,1347,15,11,20,2127,3300
22349,1300,15,11,20,1749,3300
1114,1289,15,10,22,664,3300
29810,1247,15,11,20,1201,3300
19956,1194,15,10,22,762,3300
36719,935,20,15,11,1532,3300
16201,830,15,10,22,1024,3300
9708,785,15,11,20,1388,3300
7883,454,22,15,10,1885,3300
6413,407,33,10,10,1778,3300
31620,341,33,10,10,1541,3300
4197,564,23,12,12,1228,3312
5685,1201,15,13,17,1728,3315
20810,945,17,13,15,2314,3315
10216,1697,17,14,14,1273,3332
36030,924,17,14,14,1741,3332
13278,533,19,11,16,1322,3344
18049,110,16,11,19,383,3344
40191,1673,24,10,14,1109,3360
8175,1458,21,16,10,1806,3360
6339,1113,15,14,16,3000,3360
15165,1024,24,14,10,1388,3360
29769,857,21,16,10,2021,3360
38451,754,21,16,10,1810,3360
2600,125,15,14,16,1159,3360
17010,1154,17,11,18,2745,3366
31345,918,17,11,18,1065,3366
35716,1254,26,13,10,2006,3380
39350,572,26,13,10,1627,3380
24213,1409,28,11,11,2474,3388
5746,1544,34,10,10,1808,3400
18260,1447,17,10,20,1609,3400
29547,1121,20,10,17,50,3400
38652,110,20,10,17,2323,3400
1024,1228,31,11,10,1787,3410
647,1693,18,10,19,1310,3420
38645,1396,18,10,19,2640,3420
8065,1393,19,10,18,2691,3420
8876,1355,15,12,19,2112,3420
32893,1242,19,12,15,1073,3420
30133,1117,15,12,19,1912,3420
11030,1076,19,15,12,3000,3420
23211,1071,15,12,19,1296,3420
39024,976,15,12,19,1227,3420
38862,952,15,12,19,896,3420
16615,933,19,10,18,930,3420
12252,920,15,12,19,1549,3420
21009,869,15,12,19,50,3420
7651,549,18,10,19,1589,3420
20495,455,15,12,19,1404,3420
33210,406,15,12,19,1389,3420
3263,263,15,12,19,1097,3420
9672,484,24,13,11,1193,3432
11847,1816,15,10,23,936,3450
39917,1637,15,10,23,1430,3450
25084,1553,15,10,23,802,3450
27137,1528,23,15,10,2030,3450
40005,1484,15,10,23,671,3450
26846,1442,15,10,23,1591,3450
10644,1359,23,15,10,1867,3450
35635,1173,15,10,23,223,3450
4510,1091,15,10,23,1172,3450
6171,1064,15,10,23,2761,3450
34255,917,15,10,23,623,3450
3700,814,15,10,23,2354,3450
10214,811,23,15,10,1152,3450
14197,681,15,10,23,1672,3450
8410,959,24,12,12,2589,3456
19692,840,24,12,12,2502,3456
3352,758,18,16,12,243,3456
19415,737,16,12,18,2207,3456
2542,603,24,12,12,708,3456
15052,166,18,12,16,1552,3456
17618,892,19,14,13,1772,3458
26036,1802,15,11,21,1825,3465
15494,1690,15,11,21,2033,3465
5824,1416,15,11,21,1259,3465
13460,1366,15,11,21,2885,3465
25191,1085,15,11,21,2160,3465
21735,737,15,11,21,1966,3465
19743,627,15,11,21,1191,3465
4822,444,15,11,21,1333,3465
32436,425,15,11,21,378,3465
33647,203,15,11,21,1586,3465
29471,1416,17,12,17,1591,3468
10714,774,17,12,17,1040,3468
15348,865,29,12,10,1040,3480
18648,294,29,12,10,2248,3480
12709,1436,25,10,14,2471,3500
39590,1435,35,10,10,1599,3500
36490,1151,25,14,10,2725,3500
1302,1460,29,11,11,1738,3509
25868,1635,18,13,15,3000,3510
39717,1532,15,13,18,1396,3510
12985,1397,15,13,18,1021,3510
12978,1396,27,10,13,475,3510
25297,1385,15,13,18,773,3510
17275,1078,15,13,18,2200,3510
9779,1066,27,13,10,1010,3510
10912,1012,15,13,18,136,3510
5148,853,15,13,18,2010,3510
12230,798,18,15,13,1200,3510
30845,639,18,13,15,620,3510
24728,276,15,13,18,2573,3510
24992,1766,32,11,10,1215,3520
39866,1451,16,11,20,729,3520
24864,1299,20,11,16,1339,3520
37679,977,22,10,16,706,3520
31585,636,22,16,10,1374,3520
20649,593,20,11,16,2177,3520
37419,550,16,10,22,1426,3520
4440,413,22,16,10,50,3520
13749,359,32,11,10,1438,3520
11386,1667,21,12,14,681,3528
5134,621,21,14,12,1396,3528
33615,459,21,12,14,2110,3528
33375,299,18,14,14,853,3528
14639,1662,17,13,16,1499,3536
15195,1144,16,13,17,758,3536
29343,879,17,13,16,1035,3536
9595,785,16,13,17,1260,3536
25222,306,16,13,17,1487,3536
19832,437,19,11,17,3000,3553
38660,2052,18,11,18,991,3564
17623,1359,27,12,11,1566,3564
14371,1068,18,11,18,1876,3564
39111,601,27,11,12,1827,3564
32470,1993,17,14,15,1852,3570
18515,1394,21,17,10,927,3570
2297,1131,21,17,10,959,3570
23519,722,17,10,21,1156,3570
20674,587,17,15,14,647,3570
37777,1525,23,13,12,1127,3588
29465,503,23,13,12,750,3588
18109,1701,15,10,24,1986,3600
31492,1690,15,10,24,1378,3600
17176,1637,15,12,20,949,3600
3796,1379,15,10,24,194,3600
31367,1304,20,10,18,3000,3600
31838,1180,15,10,24,50,3600
33916,1116,20,12,15,2108,3600
3021,979,15,12,20,1605,3600
38897,894,24,15,10,1506,3600
2051,888,15,12,20,1521,3600
11564,831,15,12,20,1724,3600
26182,760,15,10,24,996,3600
36046,587,20,18,10,1560,3600
9215,525,15,12,20,658,3600
4868,269,15,12,20,404,3600
33372,234,15,10,24,2012,3600
6133,182,20,12,15,1850,3600
4350,1361,19,10,19,1824,3610
30923,1908,15,11,22,2644,3630
17300,1902,22,11,15,1343,3630
19808,1793,15,11,22,2356,3630
12957,1784,15,11,22,1200,3630
15945,1598,15,11,22,486,3630
16680,1413,15,11,22,2954,3630
4531,1351,15,11,22,1759,3630
34114,1072,33,11,10,989,3630
27167,1052,15,11,22,3000,3630
9584,1041,15,11,22,1221,3630
35427,828,15,11,22,1682,3630
32480,797,15,11,22,663,3630
39940,722,15,11,22,1670,3630
16707,506,15,11,22,2257,3630
1107,156,15,11,22,1846,3630
24924,1620,26,14,10,1653,3640
30972,1676,19,12,16,1628,3648
9679,1183,19,12,16,1177,3648
7521,1184,17,12,18,2540,3672
27362,1111,17,12,18,1090,3672
33326,1366,23,10,16,2866,3680
26462,969,23,16,10,1555,3680
12954,333,23,16,10,1572,3680
18166,1461,22,12,14,684,3696
23332,1436,22,12,14,577,3696
5720,1166,24,14,11,1732,3696
13183,649,24,11,14,50,3696
12190,429,24,14,11,1369,3696
2468,2094,19,13,15,2688,3705
39651,1869,19,13,15,1904,3705
1300,1271,15,13,19,1946,3705
28567,1256,15,13,19,1464,3705
10195,1240,15,13,19,2268,3705
11666,1185,15,13,19,2198,3705
12998,1166,15,13,19,1726,3705
38941,1133,15,13,19,897,3705
25414,920,15,13,19,1446,3705
9476,917,19,15,13,465,3705
22701,773,15,13,19,1323,3705
9001,756,15,13,19,2793,3705
2271,110,15,13,19,938,3705
8449,1513,26,13,11,2350,3718
37972,1214,22,13,13,1690,3718
32964,682,26,11,13,2177,3718
29631,603,22,13,13,1122,3718
26599,699,31,10,12,2333,3720
13199,1175,17,10,22,2882,3740
19970,1130,22,17,10,1691,3740
8372,980,22,17,10,1326,3740
12849,638,22,17,10,1901,3740
30504,606,20,11,17,1226,3740
1004,1115,18,13,16,1126,3744
5502,937,18,13,16,1034,3744
25359,423,24,12,13,834,3744
37949,1750,15,10,25,708,3750
29704,1703,25,15,10,2197,3750
31510,1289,15,10,25,1459,3750
13114,1210,15,10,25,2763,3750
24547,1194,25,10,15,911,3750
6598,1140,25,15,10,1907,3750
31542,1118,15,10,25,910,3750
31404,593,15,10,25,979,3750
3465,345,15,10,25,2259,3750
24194,946,17,13,17,1594,3757
30232,686,17,13,17,978,3757
13536,1029,18,11,19,2609,3762
24343,978,18,11,19,50,3762
318,2317,29,10,13,1244,3770
24870,1089,29,13,10,1363,3770
24627,110,29,13,10,1624,3770
14193,1684,15,12,21,1356,3780
6891,1601,21,10,18,2509,3780
3199,1256,18,14,15,2564,3780
33725,1141,18,10,21,2471,3780
18704,1012,21,12,15,1864,3780
30467,976,15,12,21,1872,3780
26707,975,21,12,15,700,3780
23830,897,15,12,21,1192,3780
7698,834,15,12,21,345,3780
34307,781,27,14,10,654,3780
10274,756,18,10,21,1268,3780
16118,713,15,12,21,816,3780
14308,621,21,10,18,2102,3780
18285,386,15,12,21,2073,3780
29368,322,15,12,21,2088,3780
37830,1572,15,11,23,2977,3795
34017,1254,15,11,23,1934,3795
36641,1089,23,11,15,2080,3795
23667,986,15,11,23,3000,3795
5645,883,15,11,23,2844,3795
10566,763,15,11,23,1733,3795
30443,685,15,11,23,936,3795
1014,1333,20,10,19,2413,3800
23950,1262,19,10,20,1523,3800
3733,1155,20,10,19,703,3800
4425,1007,19,10,20,2050,3800
15055,850,20,10,19,1677,3800
8949,785,19,10,20,2520,3800
12927,645,16,14,17,2166,3808
37232,1150,21,13,14,929,3822
5139,752,29,11,12,1713,3828
5909,1541,20,16,12,1487,3840
994,1320,24,16,10,2154,3840
8114,1171,20,12,16,50,3840
31343,920,16,10,24,1087,3840
33870,545,24,16,10,2192,3840
31937,480,32,10,12,1855,3840
28481,463,24,16,10,1861,3840
6755,370,24,16,10,693,3840
10437,1087,35,10,11,1565,3850
9857,758,25,11,14,814,3850
20812,1915,22,11,16,852,3872
4842,1847,22,11,16,1340,3872
7637,1685,22,16,11,1461,3872
14255,1100,16,11,22,1214,3872
15019,802,22,16,11,1224,3872
33610,1589,17,12,19,1031,3876
10209,1179,17,12,19,2654,3876
40216,662,17,12,19,1725,3876
37023,632,19,12,17,945,3876
38105,1012,23,13,13,1251,3887
10075,235,23,13,13,1687,3887
29073,1306,18,12,18,1169,3888
1122,750,18,12,18,1494,3888
33805,625,18,12,18,2046,3888
36595,1978,26,10,15,730,3900
11116,1821,30,13,10,50,3900
11332,1631,15,10,26,2250,3900
36916,1615,15,13,20,1636,3900
4538,1441,30,13,10,3000,3900
30163,1379,15,13,20,1179,3900
27029,1292,15,10,26,1198,3900
16224,1288,15,10,26,1452,3900
39692,1217,15,10,26,1203,3900
33227,1150,25,13,12,815,3900
12303,1097,15,13,20,516,3900
32475,1051,15,13,20,1414,3900
33151,1002,15,10,26,1065,3900
38497,1002,15,13,20,1866,3900
12332,942,25,13,12,1237,3900
6315,787,20,13,15,1544,3900
10170,785,15,10,26,471,3900
8003,686,25,13,12,114,3900
19061,682,15,13,20,663,3900
2275,623,15,13,20,708,3900
32431,617,15,13,20,773,3900
19598,499,20,13,15,902,3900
16448,451,15,10,26,1046,3900
11793,404,15,13,20,1890,3900
2445,398,15,13,20,1882,3900
19678,372,25,13,12,998,3900
25878,362,15,13,20,50,3900
8107,110,15,10,26,385,3900
8040,1995,23,17,10,419,3910
29684,1440,23,10,17,3000,3910
31402,982,17,10,23,755,3910
2608,494,23,17,10,2279,3910
38441,408,23,17,10,1823,3910
32699,110,23,10,17,312,3910
17361,1957,20,14,14,480,3920
12415,1833,20,14,14,1375,3920
32967,1556,28,10,14,723,3920
9049,1409,20,14,14,456,3920
28690,886,28,10,14,1873,3920
12983,604,20,14,14,482,3920
27620,522,28,10,14,2380,3920
12143,1042,17,11,21,801,3927
23382,743,17,11,21,1222,3927
26418,514,19,13,16,1693,3952
13383,110,16,13,19,2155,3952
38551,1916,15,11,24,2856,3960
6702,1785,15,11,24,1219,3960
29953,1476,15,12,22,1154,3960
14140,1456,20,11,18,2489,3960
2561,1454,30,11,12,2277,3960
7352,1434,15,11,24,394,3960
35248,1401,18,11,20,1620,3960
24515,1364,24,15,11,1473,3960
31217,1313,15,12,22,2218,3960
15037,1304,15,11,24,1635,3960
3584,1285,15,11,24,2425,3960
8599,1247,15,12,22,537,3960
12089,1246,15,11,24,2014,3960
22633,1193,15,12,22,2119,3960
7980,1189,15,12,22,1463,3960
9440,963,36,11,10,2141,3960
22319,928,15,12,22,2127,3960
19515,904,22,12,15,1214,3960
17549,886,15,12,22,2702,3960
24019,883,22,12,15,1463,3960
28076,883,15,11,24,1687,3960
3541,821,20,18,11,453,3960
17239,794,15,12,22,507,3960
33667,774,15,11,24,1484,3960
34520,765,15,11,24,1707,3960
23734,687,15,11,24,567,3960
19950,633,22,18,10,1809,3960
39853,619,22,18,10,1129,3960
19815,589,15,12,22,3000,3960
35834,443,24,11,15,1114,3960
15126,339,18,10,22,1284,3960
35851,154,22,10,18,1453,3960
19169,125,22,18,10,1255,3960
7494,110,18,10,22,930,3960
6863,1268,19,11,19,2698,3971
5149,985,19,19,11,1049,3971
15794,2164,17,13,18,1996,3978
9786,1281,18,13,17,1491,3978
26983,1192,18,13,17,1624,3978
6986,890,17,13,18,1055,3978
31516,876,18,17,13,1519,3978
36465,538,18,17,13,1724,3978
23237,423,18,13,17,1180,3978
1802,915,19,10,21,1010,3990
8327,824,19,14,15,1355,3990
6626,617,19,14,15,1765,3990
36299,538,19,10,21,2245,3990
17516,551,33,11,11,3000,3993
3950,1512,20,10,20,2219,4000
27028,1401,16,10,25,2202,4000
31656,1023,16,10,25,413,4000
32284,967,25,10,16,1317,4000
21767,884,25,16,10,922,4000
1651,821,20,10,20,1754,4000
6086,789,25,16,10,1071,4000
33734,412,25,16,10,1903,4000
16695,1397,22,14,13,1059,4004
3329,1237,22,13,14,2760,4004
2975,1027,22,13,14,2051,4004
19466,445,28,13,11,804,4004
39923,1418,31,13,10,2282,4030
30372,1251,31,13,10,1649,4030
19455,2038,16,14,18,2575,4032
39549,1621,28,12,12,1143,4032
1598,1482,16,14,18,1351,4032
27354,1342,24,12,14,2790,4032
13623,1337,16,12,21,1624,4032
28657,1294,24,14,12,1899,4032
37590,1265,21,12,16,1650,4032
1335,959,16,12,21,692,4032
27992,933,24,12,14,1222,4032
3565,782,16,14,18,1984,4032
29768,679,16,14,18,1786,4032
29703,472,16,14,18,578,4032
24216,677,17,14,17,50,4046
17624,1933,16,11,23,1959,4048
28137,1397,16,11,23,928,4048
10030,952,16,11,23,1104,4048
33340,1614,15,10,27,1035,4050
23857,1612,27,15,10,744,4050
11875,1508,15,10,27,562,4050
9889,1444,15,10,27,2532,4050
31210,1389,15,10,27,865,4050
7601,1354,15,10,27,1592,4050
17545,966,15,10,27,2434,4050
4654,938,15,10,27,632,4050
1891,858,15,10,27,1266,4050
37703,844,15,10,27,743,4050
30564,777,27,10,15,1764,4050
4890,656,15,10,27,267,4050
34824,652,15,10,27,563,4050
37470,376,27,10,15,1924,4050
17592,368,15,10,27,176,4050
20049,233,15,10,27,3000,4050
832,216,15,10,27,2278,4050
18739,1087,24,13,13,1832,4056
38722,1484,29,10,14,744,4060
36919,1263,29,14,10,1631,4060
20411,1229,29,14,10,1217,4060
21386,1120,29,14,10,1388,4060
34817,410,29,14,10,593,4060
7097,1445,24,10,17,1947,4080
9456,1257,24,17,10,1401,4080
37333,1213,17,12,20,964,4080
38731,1123,34,12,10,1641,4080
4276,832,17,10,24,1099,4080
34668,638,24,17,10,1166,4080
9204,557,17,15,16,1518,4080
23602,549,20,17,12,1100,4080
1882,497,20,17,12,2968,4080
30551,301,17,10,24,50,4080
3722,285,24,17,10,1984,4080
4713,236,34,10,12,1835,4080
15860,110,24,17,10,2088,4080
10597,1340,31,12,11,2784,4092
15333,1619,15,13,21,929,4095
8719,1490,21,15,13,2140,4095
33203,1367,15,13,21,1450,4095
19377,1107,21,15,13,1391,4095
39106,1102,15,13,21,1602,4095
33122,1058,15,13,21,385,4095
17800,826,15,13,21,746,4095
36105,822,15,13,21,2099,4095
36277,540,15,13,21,551,4095
19150,425,15,13,21,1751,4095
12571,1256,19,18,12,1332,4104
20346,1089,18,12,19,1640,4104
5196,110,19,12,18,3000,4104
11078,1134,22,17,11,2115,4114
1557,993,17,11,22,478,4114
22974,757,17,11,22,1085,4114
129,1117,21,14,14,943,4116
5089,2186,25,15,11,1414,4125
19422,1395,25,15,11,1357,4125
3884,1119,15,11,25,1222,4125
25882,975,15,11,25,1611,4125
23701,939,15,11,25,1515,4125
5165,900,15,11,25,2908,4125
9567,806,15,11,25,1149,4125
689,628,15,11,25,50,4125
26772,617,15,11,25,2229,4125
9,570,15,11,25,1996,4125
11304,1599,18,10,23,1629,4140
39670,1365,18,10,23,2019,4140
37052,1364,23,15,12,2481,4140
3649,1179,15,12,23,1246,4140
3786,1133,15,12,23,1881,4140
8627,1104,15,12,23,1893,4140
38976,1069,15,12,23,1700,4140
11969,1055,15,12,23,1031,4140
24101,1039,15,12,23,1245,4140
14306,996,15,12,23,2500,4140
